service_id,brand,model,model_year,service_date,service_type,service_cost
1997,Chevrolet,Camaro Base,2002,2025-06-19,Tire Rotation,322.1
1998,Porsche,Cayenne S,2015,2025-06-20,Brake Replacement,377.77
1999,Dodge,Challenger R/T Scat Pack,2019,2025-06-21,Tire Rotation,424.38
2000,Lexus,ES 350 Base,2010,2025-06-22,Brake Replacement,306.15
2001,Audi,Q3 2.0T Premium Plus,2015,2025-06-23,Brake Replacement,383.29
2002,Mercedes-Benz,E-Class E 550,2016,2025-06-24,Brake Replacement,375.29
2003,BMW,650 i xDrive,2015,2025-06-25,Tire Rotation,428.9
2004,Porsche,Cayman Base,2016,2025-06-26,Tire Rotation,417.71
2005,INFINITI,FX50 Base,2009,2025-06-27,Engine Check,77.03
2006,Ford,F-150 XLT,2020,2025-06-28,Engine Check,389.7
2007,Chevrolet,Camaro 2LT,2017,2025-06-29,Engine Check,464.76
2008,RAM,1500 Big Horn,2020,2025-06-30,Tire Rotation,374.76
2009,Chevrolet,Silverado 2500 H/D,2001,2025-07-01,Brake Replacement,494.47
2010,RAM,1500 Laramie,2022,2025-07-02,Tire Rotation,118.19
2011,Porsche,911 Turbo,2018,2025-07-03,Engine Check,103.84
2012,Ford,Mustang V6,2016,2025-07-04,Tire Rotation,125.92
2013,Hyundai,Accent GL,2003,2025-07-05,Tire Rotation,437.6
2014,Audi,Q5 S line Premium Plus,2022,2025-07-06,Tire Rotation,309.56
2015,Ford,F-150 XLT,2021,2025-07-07,Tire Rotation,456.97
2016,Lexus,RC F Base,2015,2025-07-08,Tire Rotation,339.89
2017,Chevrolet,Suburban 1500 LT,2015,2025-07-09,Tire Rotation,437.92
2018,Land,Rover Range Rover Sport SVR Carbon Edition,2022,2025-07-10,Oil Change,165.01
2019,Dodge,Viper SRT-10,2003,2025-07-11,Tire Rotation,256.04
2020,RAM,1500 Laramie,2020,2025-07-12,Engine Check,490.8
2021,BMW,328 i,2014,2025-07-13,Tire Rotation,354.55
2022,Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,2025-07-14,Engine Check,286.09
2023,BMW,M4 Base,2015,2025-07-15,Oil Change,83.54
2024,BMW,750 i,2008,2025-07-16,Engine Check,452.69
2025,Ford,Expedition Limited,2023,2025-07-17,Oil Change,388.69
2026,Chevrolet,Traverse Premier,2023,2025-07-18,Engine Check,326.65
2027,Mercedes-Benz,E-Class D 2.5 Turbo,1993,2025-07-19,Tire Rotation,209.35
2028,Cadillac,Escalade Platinum,2020,2025-07-20,Tire Rotation,138.95
2029,RAM,3500 Tradesman,2023,2025-07-21,Brake Replacement,91.58
2030,Audi,TT 1.8L,2005,2025-07-22,Oil Change,138.07
2031,RAM,1500 Big Horn,2021,2025-07-23,Oil Change,269.92
2032,Mazda,CX-7 Sport,2009,2025-07-24,Brake Replacement,474.36
2033,INFINITI,QX60 Base,2017,2025-07-25,Tire Rotation,231.61
2034,Ford,F-250 Platinum,2017,2025-07-26,Engine Check,355.39
2035,Jeep,Compass Limited,2022,2025-07-27,Brake Replacement,311.39
2036,INFINITI,QX80 SENSORY,2023,2025-07-28,Tire Rotation,180.2
2037,Chevrolet,Silverado 1500 Limited LT Trail Boss,2022,2025-07-29,Brake Replacement,136.72
2038,Hyundai,Genesis Coupe 2.0T,2010,2025-07-30,Engine Check,63.06
2039,Chevrolet,Camaro 1SS,2021,2025-07-31,Oil Change,219.49
2040,Chevrolet,Tahoe Base,1997,2025-08-01,Oil Change,337.45
2041,Audi,A6 3.0 TDI Premium Plus,2014,2025-08-02,Oil Change,91.14
2042,Land,Rover Defender S,2023,2025-08-03,Tire Rotation,113.99
2043,Porsche,Cayenne S,2016,2025-08-04,Oil Change,252.99
2044,Chevrolet,Suburban Premier,2019,2025-08-05,Oil Change,65.43
2045,Chevrolet,Suburban Premier,2019,2025-08-06,Brake Replacement,55.71
2046,Dodge,Dart SE,2016,2025-08-07,Tire Rotation,437.04
2047,Ford,F-250 Lariat,2019,2025-08-08,Tire Rotation,150.8
2048,Toyota,Sequoia SR5,2002,2025-08-09,Tire Rotation,415.7
2049,Ford,Mustang GT,2014,2025-08-10,Engine Check,216.81
2050,Chevrolet,Corvette Stingray w/2LT,2020,2025-08-11,Oil Change,254.57
2051,Hyundai,Genesis Coupe 3.8 Base,2016,2025-08-12,Tire Rotation,85.73
2052,Ford,Focus ST Base,2014,2025-08-13,Tire Rotation,475.68
2053,Cadillac,CTS Luxury,2011,2025-08-14,Brake Replacement,240.62
2054,Subaru,Baja Base,2003,2025-08-15,Tire Rotation,295.06
2055,Toyota,Highlander XLE,2019,2025-08-16,Brake Replacement,347.04
2056,Chevrolet,Corvette Stingray Z51,2019,2025-08-17,Tire Rotation,95.17
2057,Dodge,Durango SRT,2020,2025-08-18,Engine Check,56.82
2058,Acura,TSX 2.4,2010,2025-08-19,Oil Change,489.42
2059,Chevrolet,Camaro 2SS,2018,2025-08-20,Brake Replacement,253.84
2060,BMW,640 Gran Coupe i,2014,2025-08-21,Oil Change,433.0
2061,Audi,S5 3.0T Premium Plus,2014,2025-08-22,Oil Change,272.51
2062,Alfa,Romeo Giulia Base,2017,2025-08-23,Brake Replacement,66.19
2063,Toyota,Highlander XLE,2023,2025-08-24,Brake Replacement,237.35
2064,Rolls-Royce,Ghost Base,2011,2025-08-25,Brake Replacement,391.22
2065,Dodge,Challenger R/T,2020,2025-08-26,Tire Rotation,457.31
2066,Porsche,Cayenne Base,2016,2025-08-27,Tire Rotation,314.21
2067,Chevrolet,Bolt EV LT,2020,2025-08-28,Brake Replacement,384.01
2068,Mercedes-Benz,Metris Base,2020,2025-08-29,Engine Check,111.91
2069,Dodge,Charger SRT Hellcat Widebody,2023,2025-08-30,Oil Change,64.33
2070,Chevrolet,Silverado 1500 ZR2,2022,2025-08-31,Brake Replacement,307.5
2071,Mercedes-Benz,AMG S 63 Base 4MATIC,2017,2025-09-01,Engine Check,117.91
2072,Chevrolet,Silverado 1500 LT,2017,2025-09-02,Engine Check,354.42
2073,Lexus,RC 350 Base,2016,2025-09-03,Oil Change,472.2
2074,Lamborghini,Urus Base,2021,2025-09-04,Tire Rotation,210.73
2075,GMC,Acadia SLE-1,2015,2025-09-05,Engine Check,387.49
2076,Porsche,911 GT3,2016,2025-09-06,Engine Check,180.73
2077,MINI,Cooper Base,2003,2025-09-07,Brake Replacement,195.34
2078,Mazda,MX-5 Miata Sport,2008,2025-09-08,Engine Check,154.73
2079,Toyota,4Runner TRD Off Road,2019,2025-09-09,Tire Rotation,493.01
2080,Toyota,Highlander Limited,2008,2025-09-10,Brake Replacement,412.41
2081,BMW,650 Gran Coupe i,2014,2025-09-11,Oil Change,236.58
2082,Hyundai,Palisade Calligraphy,2023,2025-09-12,Tire Rotation,387.02
2083,Pontiac,Solstice GXP,2008,2025-09-13,Oil Change,386.18
2084,Land,Rover Range Rover Evoque SE Premium,2018,2025-09-14,Brake Replacement,223.87
2085,Porsche,Cayenne Diesel,2014,2025-09-15,Engine Check,118.26
2086,BMW,M3 Competition xDrive,2023,2025-09-16,Engine Check,158.88
2087,Toyota,Avalon Limited,2008,2025-09-17,Tire Rotation,214.84
2088,BMW,M3 Base,2011,2025-09-18,Brake Replacement,161.89
2089,Porsche,Panamera Base,2018,2025-09-19,Tire Rotation,350.19
2090,Jeep,Wrangler Sport,2001,2025-09-20,Engine Check,271.5
2091,Honda,Passport TrailSport,2023,2025-09-21,Tire Rotation,304.93
2092,Mercedes-Benz,SL-Class SL 550,2013,2025-09-22,Engine Check,301.96
2093,Audi,RS 4 Base,2007,2025-09-23,Engine Check,60.16
2094,Toyota,Avalon Limited,2022,2025-09-24,Tire Rotation,372.5
2095,Mercedes-Benz,E-Class E 350 4MATIC,2008,2025-09-25,Engine Check,279.71
2096,GMC,Yukon Denali,2021,2025-09-26,Engine Check,389.82
2097,Porsche,Panamera 4S,2017,2025-09-27,Oil Change,280.56
2098,Ford,Explorer XLT,2021,2025-09-28,Engine Check,264.87
2099,Land,Rover LR4 HSE LUX Landmark Edition,2016,2025-09-29,Brake Replacement,279.95
2100,Acura,TLX Type S w/Performance Tire,2023,2025-09-30,Engine Check,129.9
2101,Toyota,Tacoma Base,2020,2025-10-01,Oil Change,128.74
2102,Hummer,H3 Base,2010,2025-10-02,Tire Rotation,155.87
2103,Tesla,Model 3 Long Range,2018,2025-10-03,Tire Rotation,154.24
2104,Volvo,850 Turbo,1995,2025-10-04,Brake Replacement,451.49
2105,Jeep,Wrangler Unlimited Sahara,2017,2025-10-05,Engine Check,225.08
2106,Chevrolet,Camaro 2SS,2018,2025-10-06,Oil Change,180.51
2107,Audi,S6 4.0T,2015,2025-10-07,Tire Rotation,198.11
2108,Audi,TT RS Base,2012,2025-10-08,Brake Replacement,414.72
2109,INFINITI,QX56 Base,2012,2025-10-09,Oil Change,413.47
2110,Volkswagen,New Beetle GLS,2001,2025-10-10,Oil Change,441.61
2111,Audi,Q5 S line Premium Plus,2022,2025-10-11,Tire Rotation,333.86
2112,Lamborghini,Aventador LP750-4 Superveloce,2017,2025-10-12,Oil Change,211.33
2113,Ford,F-250 XL,2014,2025-10-13,Engine Check,275.64
2114,GMC,Yukon XL Denali,2022,2025-10-14,Brake Replacement,486.19
2115,Audi,A4 2.0T Premium,2012,2025-10-15,Brake Replacement,345.24
2116,Dodge,Challenger SRT 392,2016,2025-10-16,Oil Change,187.88
2117,Tesla,Model S P100D,2017,2025-10-17,Brake Replacement,127.89
2118,Mazda,CX-30 Premium Package,2021,2025-10-18,Tire Rotation,391.15
2119,Lexus,ES 350 Base,2016,2025-10-19,Brake Replacement,487.86
2120,Jeep,Wrangler Sahara,2008,2025-10-20,Brake Replacement,332.85
2121,Chevrolet,Avalanche 1500 LTZ,2007,2025-10-21,Tire Rotation,104.24
2122,Jeep,Grand Cherokee L Laredo,2022,2025-10-22,Oil Change,407.73
2123,Acura,MDX w/Advance Package,2023,2025-10-23,Oil Change,58.07
2124,Nissan,Pathfinder SL,2018,2025-10-24,Tire Rotation,373.64
2125,Tesla,Model X Long Range,2019,2025-10-25,Oil Change,132.08
2126,Subaru,Impreza Premium,2022,2025-10-26,Tire Rotation,489.3
2127,Audi,A8 4.0T,2014,2025-10-27,Oil Change,221.27
2128,Subaru,Ascent Limited 7-Passenger,2022,2025-10-28,Engine Check,483.82
2129,Chevrolet,Avalanche 1500 LT,2007,2025-10-29,Oil Change,437.6
2130,Porsche,Cayenne S,2015,2025-10-30,Brake Replacement,93.59
2131,BMW,335 i,2009,2025-10-31,Engine Check,284.77
2132,GMC,Sierra 1500 Limited Elevation,2022,2025-11-01,Engine Check,429.85
2133,Ford,Explorer Sport,2016,2025-11-02,Engine Check,225.95
2134,Cadillac,Escalade ESV Sport,2021,2025-11-03,Engine Check,238.85
2135,Lexus,LX 570 Three-Row,2021,2025-11-04,Brake Replacement,232.12
2136,BMW,M3 Base,2008,2025-11-05,Tire Rotation,379.69
2137,Nissan,Xterra Pro-4X,2011,2025-11-06,Engine Check,477.54
2138,Ford,Fusion Hybrid SE Hybrid,2013,2025-11-07,Brake Replacement,459.15
2139,Volkswagen,Golf GTI 2.0T SE 4-Door,2016,2025-11-08,Brake Replacement,168.46
2140,Cadillac,CTS-V Base,2012,2025-11-09,Oil Change,147.14
2141,Aston,Martin Vantage Base,2022,2025-11-10,Oil Change,247.11
2142,Lexus,GX 460 Base,2015,2025-11-11,Engine Check,359.22
2143,GMC,Acadia SLT-1,2019,2025-11-12,Tire Rotation,69.25
2144,Ford,Bronco Sport Big Bend,2021,2025-11-13,Engine Check,498.23
2145,Nissan,Titan SV,2021,2025-11-14,Tire Rotation,63.75
2146,Volkswagen,Jetta SportWagen SE,2012,2025-11-15,Tire Rotation,398.74
2147,Land,Rover Range Rover 5.0L V8 Supercharged,2019,2025-11-16,Engine Check,477.06
2148,RAM,2500 Laramie,2017,2025-11-17,Engine Check,311.26
2149,Nissan,Murano SL,2010,2025-11-18,Brake Replacement,393.67
2150,Cadillac,Escalade ESV Base,2009,2025-11-19,Oil Change,251.1
2151,BMW,428 i xDrive SULEV,2016,2025-11-20,Oil Change,484.81
2152,Ford,Focus RS Base,2017,2025-11-21,Oil Change,226.26
2153,Lexus,CT 200h Premium,2014,2025-11-22,Brake Replacement,290.93
2154,Buick,Enclave Leather,2017,2025-11-23,Tire Rotation,116.09
2155,BMW,M3 Base,2015,2025-11-24,Oil Change,196.27
2156,Volkswagen,Arteon 2.0T SEL R-Line,2020,2025-11-25,Tire Rotation,192.55
2157,BMW,X6 xDrive35i,2013,2025-11-26,Oil Change,257.83
2158,INFINITI,G35 Base,2006,2025-11-27,Oil Change,191.41
2159,Hummer,H2 Base,2008,2025-11-28,Tire Rotation,247.4
2160,Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,2025-11-29,Oil Change,256.38
2161,Acura,ILX Premium Package,2019,2025-11-30,Oil Change,179.79
2162,Porsche,911 GT3,2015,2025-12-01,Oil Change,496.26
2163,RAM,1500 Longhorn,2019,2025-12-02,Tire Rotation,370.72
2164,BMW,M3 Base,2001,2025-12-03,Tire Rotation,216.16
2165,Chevrolet,Suburban LT,2022,2025-12-04,Engine Check,163.19
2166,Dodge,Ram 2500 ST,2010,2025-12-05,Brake Replacement,145.12
2167,Chevrolet,Camaro 2SS,2012,2025-12-06,Oil Change,69.81
2168,Dodge,Challenger SE,2010,2025-12-07,Oil Change,491.4
2169,Jeep,Grand Cherokee L Limited,2022,2025-12-08,Oil Change,77.75
2170,Chevrolet,Camaro 2SS,2018,2025-12-09,Tire Rotation,460.36
2171,Ford,F-350 Lariat,2021,2025-12-10,Brake Replacement,253.11
2172,Ford,F-250 King Ranch,2015,2025-12-11,Brake Replacement,59.09
2173,Chevrolet,Corvette Stingray w/3LT,2023,2025-12-12,Oil Change,136.23
2174,Bentley,Continental GT V8 First Edition,2020,2025-12-13,Oil Change,74.08
2175,Lincoln,MKC Reserve,2016,2025-12-14,Tire Rotation,237.64
2176,Ford,Excursion Limited,2001,2025-12-15,Brake Replacement,128.08
2177,Land,Rover Discovery SE,2018,2025-12-16,Tire Rotation,64.05
2178,Land,Rover Defender V8,2022,2025-12-17,Oil Change,419.94
2179,Chevrolet,Silverado 1500 2LT,2014,2025-12-18,Brake Replacement,406.77
2180,Mercedes-Benz,AMG G 63 Base,2017,2025-12-19,Engine Check,325.54
2181,Ford,F-250 XLT,2019,2025-12-20,Oil Change,190.22
2182,Tesla,Model 3 Base,2022,2025-12-21,Brake Replacement,128.69
2183,Lexus,LX 570 Three-Row,2018,2025-12-22,Brake Replacement,280.14
2184,INFINITI,QX60 Luxe,2019,2025-12-23,Tire Rotation,398.13
2185,Rivian,R1S Adventure Package,2023,2025-12-24,Engine Check,318.53
2186,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,2025-12-25,Engine Check,329.23
2187,INFINITI,QX60 Base,2014,2025-12-26,Oil Change,383.23
2188,Hyundai,Sonata GLS,2013,2025-12-27,Oil Change,308.08
2189,Toyota,Tundra Limited,2022,2025-12-28,Brake Replacement,138.68
2190,Jeep,Grand Cherokee Limited,2020,2025-12-29,Oil Change,375.64
2191,Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,2025-12-30,Oil Change,204.75
2192,Tesla,Model 3 Performance,2021,2025-12-31,Oil Change,57.3
2193,Mercedes-Benz,CLS-Class CLS 550,2014,2026-01-01,Oil Change,389.49
2194,RAM,2500 SLT,2014,2026-01-02,Brake Replacement,448.89
2195,Kia,Sorento Hybrid EX,2022,2026-01-03,Oil Change,319.01
2196,Hyundai,Genesis 3.8,2015,2026-01-04,Brake Replacement,145.16
2197,Jeep,Compass Latitude,2020,2026-01-05,Oil Change,106.27
2198,Ford,Fusion SE,2011,2026-01-06,Oil Change,163.18
2199,Toyota,FJ Cruiser Base,2014,2026-01-07,Engine Check,112.43
2200,BMW,430 Gran Coupe i xDrive,2018,2026-01-08,Oil Change,97.64
2201,Dodge,Durango SRT 392,2021,2026-01-09,Engine Check,412.08
2202,Hyundai,Santa Fe GLS,2015,2026-01-10,Brake Replacement,198.41
2203,Volkswagen,Atlas 3.6L SEL Premium,2021,2026-01-11,Brake Replacement,314.03
2204,Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,2026-01-12,Engine Check,188.71
2205,Nissan,Murano SV,2021,2026-01-13,Brake Replacement,54.64
2206,Buick,Envision Essence,2020,2026-01-14,Brake Replacement,252.8
2207,Chevrolet,Silverado 1500 RST,2020,2026-01-15,Tire Rotation,60.63
2208,Pontiac,Solstice GXP,2009,2026-01-16,Oil Change,494.07
2209,BMW,640 Gran Coupe i xDrive,2015,2026-01-17,Engine Check,286.01
2210,Tesla,Model 3 Standard Range Plus,2019,2026-01-18,Brake Replacement,241.82
2211,MINI,Countryman Cooper S,2019,2026-01-19,Brake Replacement,308.85
2212,Porsche,Boxster GTS,2016,2026-01-20,Tire Rotation,56.73
2213,Ford,Expedition EL King Ranch,2011,2026-01-21,Brake Replacement,384.94
2214,Bentley,Continental GT GT Speed,2022,2026-01-22,Oil Change,239.94
2215,BMW,X5 M Base,2017,2026-01-23,Engine Check,134.64
2216,Ford,Mustang GT Premium,2011,2026-01-24,Brake Replacement,195.23
2217,Jeep,Compass Sport,2016,2026-01-25,Oil Change,88.51
2218,INFINITI,G37 Sport,2008,2026-01-26,Oil Change,313.85
2219,Ford,F-150 XLT,2022,2026-01-27,Oil Change,216.41
2220,Porsche,911 Carrera 4S,2007,2026-01-28,Oil Change,221.4
2221,INFINITI,G35 Base,2005,2026-01-29,Brake Replacement,335.04
2222,Chrysler,300C Base,2013,2026-01-30,Brake Replacement,128.17
2223,Toyota,Camry Solara SLE,2007,2026-01-31,Oil Change,240.65
2224,Lexus,IS 300 Base,2018,2026-02-01,Oil Change,138.74
2225,Buick,Enclave Essence,2020,2026-02-02,Oil Change,100.16
2226,BMW,M4 Competition xDrive,2022,2026-02-03,Tire Rotation,452.45
2227,Pontiac,GTO Base,2005,2026-02-04,Brake Replacement,295.82
2228,Toyota,FJ Cruiser Base,2013,2026-02-05,Oil Change,179.68
2229,Hyundai,Elantra SE,2014,2026-02-06,Tire Rotation,327.49
2230,Porsche,Macan S,2015,2026-02-07,Tire Rotation,242.54
2231,Hummer,H3 Base,2007,2026-02-08,Tire Rotation,177.42
2232,Tesla,Model 3 Long Range,2021,2026-02-09,Tire Rotation,158.62
2233,Ford,Transit-350 Base,2018,2026-02-10,Tire Rotation,389.07
2234,Rivian,R1T Launch Edition,2022,2026-02-11,Oil Change,260.27
2235,Audi,S4 3.0 Prestige,2012,2026-02-12,Oil Change,325.58
2236,Toyota,4Runner SR5 Premium,2023,2026-02-13,Tire Rotation,285.76
2237,Tesla,Model 3 Mid Range,2018,2026-02-14,Tire Rotation,421.13
2238,Ford,F-250 Base,1997,2026-02-15,Oil Change,65.64
2239,Mercedes-Benz,G-Class G 550 4MATIC,2021,2026-02-16,Tire Rotation,206.4
2240,Subaru,Legacy 2.5 GT spec.B,2008,2026-02-17,Oil Change,187.83
2241,Mercedes-Benz,E-Class E 350,2014,2026-02-18,Brake Replacement,68.98
2242,BMW,M3 Base,2001,2026-02-19,Oil Change,263.1
2243,Mercedes-Benz,C-Class C 250 Sport,2014,2026-02-20,Oil Change,222.38
2244,Toyota,Sienna XLE Limited,2007,2026-02-21,Engine Check,455.4
2245,Dodge,Avenger SE,2014,2026-02-22,Engine Check,389.25
2246,BMW,M240 i,2018,2026-02-23,Engine Check,176.81
2247,RAM,3500 SLT,2017,2026-02-24,Brake Replacement,382.07
2248,Mercedes-Benz,GL-Class GL 450 4MATIC,2015,2026-02-25,Oil Change,451.42
2249,Jeep,Gladiator Rubicon,2020,2026-02-26,Brake Replacement,165.04
2250,Bentley,Continental GT Base,2009,2026-02-27,Tire Rotation,153.93
2251,Tesla,Model 3 Long Range,2019,2026-02-28,Brake Replacement,176.21
2252,Chevrolet,Corvette Stingray w/2LT,2021,2026-03-01,Oil Change,81.06
2253,Audi,Q5 3.0T Premium Plus,2015,2026-03-02,Engine Check,71.18
2254,Mazda,MX-5 Miata Club,2021,2026-03-03,Oil Change,370.94
2255,Bentley,Bentayga W12 Signature,2018,2026-03-04,Engine Check,124.12
2256,Mercedes-Benz,S-Class S500,2005,2026-03-05,Tire Rotation,484.09
2257,BMW,M6 Base,2015,2026-03-06,Engine Check,201.14
2258,GMC,Yukon SLT,2015,2026-03-07,Engine Check,424.45
2259,BMW,750 iL,2001,2026-03-08,Oil Change,202.31
2260,Toyota,Tundra Limited,2010,2026-03-09,Engine Check,264.42
2261,Chrysler,300C Base,2007,2026-03-10,Tire Rotation,149.24
2262,smart,ForTwo Pure,2008,2026-03-11,Tire Rotation,245.3
2263,Toyota,Tundra SR,2018,2026-03-12,Engine Check,52.18
2264,Hummer,H2 Base,2004,2026-03-13,Brake Replacement,302.49
2265,BMW,ALPINA B7 Base,2015,2026-03-14,Brake Replacement,277.81
2266,Land,Rover Range Rover Sport Supercharged,2008,2026-03-15,Tire Rotation,301.39
2267,Audi,A4 2.0T Tech Premium,2018,2026-03-16,Engine Check,424.38
2268,Ford,Focus SE,2017,2026-03-17,Tire Rotation,149.2
2269,Mercedes-Benz,E-Class E 550 4MATIC,2014,2026-03-18,Brake Replacement,448.4
2270,Jeep,Wrangler Unlimited 4xe Sahara,2022,2026-03-19,Oil Change,82.03
2271,Mercedes-Benz,M-Class ML 350 4MATIC,2014,2026-03-20,Oil Change,492.15
2272,Jeep,Wrangler Sahara,2008,2026-03-21,Brake Replacement,445.2
2273,Mercedes-Benz,A-Class A 220 4MATIC,2019,2026-03-22,Oil Change,202.06
2274,Chevrolet,Malibu 1LT,2009,2026-03-23,Tire Rotation,442.63
2275,Hummer,H3 Base,2006,2026-03-24,Brake Replacement,332.73
2276,BMW,i8 Base,2015,2026-03-25,Oil Change,411.67
2277,Cadillac,XLR Base,2009,2026-03-26,Oil Change,398.72
2278,Lincoln,MKZ Select,2017,2026-03-27,Tire Rotation,362.98
2279,Chevrolet,Silverado 1500 W/T,2006,2026-03-28,Brake Replacement,222.61
2280,Land,Rover Range Rover Sport HSE,2019,2026-03-29,Engine Check,239.74
2281,Nissan,Titan SL,2021,2026-03-30,Engine Check,480.23
2282,Kia,Telluride SX,2022,2026-03-31,Brake Replacement,262.92
2283,Chevrolet,Tahoe RST,2023,2026-04-01,Oil Change,426.36
2284,Ford,Mustang GT Premium,2019,2026-04-02,Oil Change,73.48
2285,BMW,330 i,2017,2026-04-03,Tire Rotation,286.05
2286,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,2026-04-04,Engine Check,186.07
2287,Porsche,911 Carrera,2010,2026-04-05,Brake Replacement,167.75
2288,INFINITI,QX56 Base,2011,2026-04-06,Oil Change,113.58
2289,RAM,2500 Tradesman,2020,2026-04-07,Engine Check,181.76
2290,BMW,840 i xDrive,2024,2026-04-08,Tire Rotation,90.51
2291,MINI,Clubman Cooper S ALL4,2017,2026-04-09,Tire Rotation,413.85
2292,Cadillac,Escalade ESV Premium Luxury Platinum,2021,2026-04-10,Oil Change,202.18
2293,Audi,R8 5.2 V10 plus,2017,2026-04-11,Engine Check,53.71
2294,RAM,2500 Big Horn,2021,2026-04-12,Brake Replacement,248.54
2295,Porsche,911 Carrera 4,2014,2026-04-13,Engine Check,429.65
2296,Bentley,Continental GT Base,2009,2026-04-14,Tire Rotation,141.59
2297,Toyota,Tundra SR5,2015,2026-04-15,Brake Replacement,89.57
2298,Toyota,4Runner SR5,2006,2026-04-16,Engine Check,247.62
2299,Cadillac,CTS 2.0L Turbo Luxury,2019,2026-04-17,Brake Replacement,377.24
2300,Ford,Focus SE,2014,2026-04-18,Tire Rotation,477.15
2301,BMW,M5 Base,2021,2026-04-19,Tire Rotation,430.39
2302,Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,2026-04-20,Brake Replacement,364.46
2303,Cadillac,Escalade ESV Luxury,2016,2026-04-21,Oil Change,92.92
2304,Acura,NSX Base,1993,2026-04-22,Engine Check,192.7
2305,Chevrolet,Corvette Z06,2018,2026-04-23,Brake Replacement,391.42
2306,Audi,Q5 2.0T Premium Plus,2015,2026-04-24,Brake Replacement,159.78
2307,BMW,ALPINA B7 ALPINA B7 xDrive,2020,2026-04-25,Tire Rotation,59.57
2308,Maserati,Ghibli S Q4,2018,2026-04-26,Engine Check,470.43
2309,BMW,228 Gran Coupe i xDrive,2020,2026-04-27,Oil Change,91.26
2310,Ford,Expedition Limited,2023,2026-04-28,Tire Rotation,362.19
2311,Nissan,Frontier SE Crew Cab,2006,2026-04-29,Engine Check,353.04
2312,Subaru,BRZ Limited,2022,2026-04-30,Oil Change,138.08
2313,Chevrolet,Malibu LT,2018,2026-05-01,Brake Replacement,423.16
2314,Ford,Focus SEL,2017,2026-05-02,Tire Rotation,229.39
2315,Nissan,Rogue Sport S,2021,2026-05-03,Oil Change,466.49
2316,Volvo,C70 T5,2006,2026-05-04,Brake Replacement,468.44
2317,Lincoln,Nautilus Reserve,2021,2026-05-05,Engine Check,355.45
2318,Mercedes-Benz,AMG GT Base,2018,2026-05-06,Tire Rotation,419.08
2319,Ford,Mustang EcoBoost Premium,2017,2026-05-07,Tire Rotation,51.57
2320,Ford,Ranger XLT,1999,2026-05-08,Brake Replacement,172.67
2321,GMC,Yukon SLT,2018,2026-05-09,Oil Change,363.97
2322,RAM,2500 Big Horn,2020,2026-05-10,Oil Change,72.58
2323,Tesla,Model Y Performance,2021,2026-05-11,Engine Check,436.2
2324,Lexus,ES 350 Base,2011,2026-05-12,Brake Replacement,443.9
2325,Jeep,Wrangler Rubicon Hard Rock,2016,2026-05-13,Tire Rotation,432.79
2326,Volvo,XC90 T6 Momentum,2018,2026-05-14,Tire Rotation,434.75
2327,Porsche,911 R,2016,2026-05-15,Engine Check,266.84
2328,BMW,M6 Gran Coupe Base,2017,2026-05-16,Brake Replacement,400.45
2329,Cadillac,Escalade ESV Platinum Edition,2013,2026-05-17,Oil Change,431.84
2330,BMW,X5 xDrive35i,2018,2026-05-18,Oil Change,445.13
2331,BMW,X5 xDrive40i,2020,2026-05-19,Tire Rotation,135.74
2332,Mitsubishi,Outlander SEL,2018,2026-05-20,Engine Check,228.47
2333,Dodge,Ram 1500 ST,2010,2026-05-21,Tire Rotation,329.52
2334,Subaru,Impreza 2.0i,2015,2026-05-22,Brake Replacement,104.12
2335,Mercedes-Benz,Maybach S S 600,2016,2026-05-23,Brake Replacement,191.75
2336,Kia,Sportage LX,2023,2026-05-24,Tire Rotation,407.69
2337,Porsche,911 Turbo Cabriolet,2008,2026-05-25,Brake Replacement,417.45
2338,Hummer,H3 Base,2007,2026-05-26,Tire Rotation,185.05
2339,Buick,LaCrosse Leather,2014,2026-05-27,Brake Replacement,146.93
2340,Chevrolet,Silverado 1500 High Country,2020,2026-05-28,Engine Check,55.35
2341,Toyota,4Runner SR5,2016,2026-05-29,Engine Check,363.03
2342,Cadillac,Escalade ESV Luxury,2015,2026-05-30,Engine Check,498.03
2343,Subaru,Legacy 2.5i Premium,2015,2026-05-31,Tire Rotation,54.54
2344,Tesla,Model 3 Long Range,2018,2026-06-01,Brake Replacement,376.29
2345,Ford,Expedition EL XLT,2017,2026-06-02,Tire Rotation,107.6
2346,Tesla,Model Y Long Range,2022,2026-06-03,Engine Check,223.68
2347,Ford,Expedition EL Limited,2017,2026-06-04,Brake Replacement,355.17
2348,Chevrolet,Silverado 1500 LTZ,2021,2026-06-05,Tire Rotation,417.87
2349,BMW,X5 xDrive40e,2016,2026-06-06,Engine Check,225.47
2350,BMW,335 is,2011,2026-06-07,Oil Change,142.72
2351,Ford,F-150 XLT,2012,2026-06-08,Oil Change,304.87
2352,Land,Rover Range Rover Sport P400 SE Dynamic,2023,2026-06-09,Engine Check,426.01
