mysql> select * from customers where customerID >= 70;
+------------+-----------------------------------+----------------------+-----------------------------+--------------+------------+---------+
| CustomerID | CustomerName                      | ContactName          | Address                     | City         | PostalCode | Country |
|        53 | Perth Pasties                     |         24 |          6 | 48 pieces            |   32.8 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        53 | Perth Pasties                     |         24 |          6 | 48 pieces            |   32.8 |          4 | Dairy Products | Cheeses                                                    |
|        53 | Perth Pasties                     |         24 |          6 | 48 pieces            |   32.8 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        53 | Perth Pasties                     |         24 |          6 | 48 pieces            |   32.8 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        53 | Perth Pasties                     |         24 |          6 | 48 pieces            |   32.8 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        54 | Tourtière                         |         25 |          6 | 16 pies              |   7.45 |          8 | Seafood        | Seaweed and fish                                           |
|        54 | Tourtière                         |         25 |          6 | 16 pies              |   7.45 |          7 | Produce        | Dried fruit and bean curd                                  |
|        54 | Tourtière                         |         25 |          6 | 16 pies              |   7.45 |          6 | Meat/Poultry   | Prepared meats                                             |
|        54 | Tourtière                         |         25 |          6 | 16 pies              |   7.45 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        54 | Tourtière                         |         25 |          6 | 16 pies              |   7.45 |          4 | Dairy Products | Cheeses                                                    |
|        54 | Tourtière                         |         25 |          6 | 16 pies              |   7.45 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        54 | Tourtière                         |         25 |          6 | 16 pies              |   7.45 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        54 | Tourtière                         |         25 |          6 | 16 pies              |   7.45 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        55 | Pâté chinois                      |         25 |          6 | 24 boxes x 2 pies    |     24 |          8 | Seafood        | Seaweed and fish                                           |
|        55 | Pâté chinois                      |         25 |          6 | 24 boxes x 2 pies    |     24 |          7 | Produce        | Dried fruit and bean curd                                  |
|        55 | Pâté chinois                      |         25 |          6 | 24 boxes x 2 pies    |     24 |          6 | Meat/Poultry   | Prepared meats                                             |
|        55 | Pâté chinois                      |         25 |          6 | 24 boxes x 2 pies    |     24 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        55 | Pâté chinois                      |         25 |          6 | 24 boxes x 2 pies    |     24 |          4 | Dairy Products | Cheeses                                                    |
|        55 | Pâté chinois                      |         25 |          6 | 24 boxes x 2 pies    |     24 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        55 | Pâté chinois                      |         25 |          6 | 24 boxes x 2 pies    |     24 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        55 | Pâté chinois                      |         25 |          6 | 24 boxes x 2 pies    |     24 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        56 | Gnocchi di nonna Alice            |         26 |          5 | 24 - 250 g pkgs.     |     38 |          8 | Seafood        | Seaweed and fish                                           |
|        56 | Gnocchi di nonna Alice            |         26 |          5 | 24 - 250 g pkgs.     |     38 |          7 | Produce        | Dried fruit and bean curd                                  |
|        56 | Gnocchi di nonna Alice            |         26 |          5 | 24 - 250 g pkgs.     |     38 |          6 | Meat/Poultry   | Prepared meats                                             |
|        56 | Gnocchi di nonna Alice            |         26 |          5 | 24 - 250 g pkgs.     |     38 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        56 | Gnocchi di nonna Alice            |         26 |          5 | 24 - 250 g pkgs.     |     38 |          4 | Dairy Products | Cheeses                                                    |
|        56 | Gnocchi di nonna Alice            |         26 |          5 | 24 - 250 g pkgs.     |     38 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        56 | Gnocchi di nonna Alice            |         26 |          5 | 24 - 250 g pkgs.     |     38 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        56 | Gnocchi di nonna Alice            |         26 |          5 | 24 - 250 g pkgs.     |     38 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        57 | Ravioli Angelo                    |         26 |          5 | 24 - 250 g pkgs.     |   19.5 |          8 | Seafood        | Seaweed and fish                                           |
|        57 | Ravioli Angelo                    |         26 |          5 | 24 - 250 g pkgs.     |   19.5 |          7 | Produce        | Dried fruit and bean curd                                  |
|        57 | Ravioli Angelo                    |         26 |          5 | 24 - 250 g pkgs.     |   19.5 |          6 | Meat/Poultry   | Prepared meats                                             |
|        57 | Ravioli Angelo                    |         26 |          5 | 24 - 250 g pkgs.     |   19.5 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        57 | Ravioli Angelo                    |         26 |          5 | 24 - 250 g pkgs.     |   19.5 |          4 | Dairy Products | Cheeses                                                    |
|        57 | Ravioli Angelo                    |         26 |          5 | 24 - 250 g pkgs.     |   19.5 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        57 | Ravioli Angelo                    |         26 |          5 | 24 - 250 g pkgs.     |   19.5 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        57 | Ravioli Angelo                    |         26 |          5 | 24 - 250 g pkgs.     |   19.5 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        58 | Escargots de Bourgogne            |         27 |          8 | 24 pieces            |  13.25 |          8 | Seafood        | Seaweed and fish                                           |
|        58 | Escargots de Bourgogne            |         27 |          8 | 24 pieces            |  13.25 |          7 | Produce        | Dried fruit and bean curd                                  |
|        58 | Escargots de Bourgogne            |         27 |          8 | 24 pieces            |  13.25 |          6 | Meat/Poultry   | Prepared meats                                             |
|        58 | Escargots de Bourgogne            |         27 |          8 | 24 pieces            |  13.25 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        58 | Escargots de Bourgogne            |         27 |          8 | 24 pieces            |  13.25 |          4 | Dairy Products | Cheeses                                                    |
|        58 | Escargots de Bourgogne            |         27 |          8 | 24 pieces            |  13.25 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        58 | Escargots de Bourgogne            |         27 |          8 | 24 pieces            |  13.25 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        58 | Escargots de Bourgogne            |         27 |          8 | 24 pieces            |  13.25 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        59 | Raclette Courdavault              |         28 |          4 | 5 kg pkg.            |     55 |          8 | Seafood        | Seaweed and fish                                           |
|        59 | Raclette Courdavault              |         28 |          4 | 5 kg pkg.            |     55 |          7 | Produce        | Dried fruit and bean curd                                  |
|        59 | Raclette Courdavault              |         28 |          4 | 5 kg pkg.            |     55 |          6 | Meat/Poultry   | Prepared meats                                             |
|        59 | Raclette Courdavault              |         28 |          4 | 5 kg pkg.            |     55 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        59 | Raclette Courdavault              |         28 |          4 | 5 kg pkg.            |     55 |          4 | Dairy Products | Cheeses                                                    |
|        59 | Raclette Courdavault              |         28 |          4 | 5 kg pkg.            |     55 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        59 | Raclette Courdavault              |         28 |          4 | 5 kg pkg.            |     55 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        59 | Raclette Courdavault              |         28 |          4 | 5 kg pkg.            |     55 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        60 | Camembert Pierrot                 |         28 |          4 | 15 - 300 g rounds    |     34 |          8 | Seafood        | Seaweed and fish                                           |
|        60 | Camembert Pierrot                 |         28 |          4 | 15 - 300 g rounds    |     34 |          7 | Produce        | Dried fruit and bean curd                                  |
|        60 | Camembert Pierrot                 |         28 |          4 | 15 - 300 g rounds    |     34 |          6 | Meat/Poultry   | Prepared meats                                             |
|        60 | Camembert Pierrot                 |         28 |          4 | 15 - 300 g rounds    |     34 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        60 | Camembert Pierrot                 |         28 |          4 | 15 - 300 g rounds    |     34 |          4 | Dairy Products | Cheeses                                                    |
|        60 | Camembert Pierrot                 |         28 |          4 | 15 - 300 g rounds    |     34 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        60 | Camembert Pierrot                 |         28 |          4 | 15 - 300 g rounds    |     34 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        60 | Camembert Pierrot                 |         28 |          4 | 15 - 300 g rounds    |     34 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        61 | Sirop d'érable                    |         29 |          2 | 24 - 500 ml bottles  |   28.5 |          8 | Seafood        | Seaweed and fish                                           |
|        61 | Sirop d'érable                    |         29 |          2 | 24 - 500 ml bottles  |   28.5 |          7 | Produce        | Dried fruit and bean curd                                  |
|        61 | Sirop d'érable                    |         29 |          2 | 24 - 500 ml bottles  |   28.5 |          6 | Meat/Poultry   | Prepared meats                                             |
|        61 | Sirop d'érable                    |         29 |          2 | 24 - 500 ml bottles  |   28.5 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        61 | Sirop d'érable                    |         29 |          2 | 24 - 500 ml bottles  |   28.5 |          4 | Dairy Products | Cheeses                                                    |
|        61 | Sirop d'érable                    |         29 |          2 | 24 - 500 ml bottles  |   28.5 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        61 | Sirop d'érable                    |         29 |          2 | 24 - 500 ml bottles  |   28.5 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        61 | Sirop d'érable                    |         29 |          2 | 24 - 500 ml bottles  |   28.5 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        62 | Tarte au sucre                    |         29 |          3 | 48 pies              |   49.3 |          8 | Seafood        | Seaweed and fish                                           |
|        62 | Tarte au sucre                    |         29 |          3 | 48 pies              |   49.3 |          7 | Produce        | Dried fruit and bean curd                                  |
|        62 | Tarte au sucre                    |         29 |          3 | 48 pies              |   49.3 |          6 | Meat/Poultry   | Prepared meats                                             |
|        62 | Tarte au sucre                    |         29 |          3 | 48 pies              |   49.3 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        62 | Tarte au sucre                    |         29 |          3 | 48 pies              |   49.3 |          4 | Dairy Products | Cheeses                                                    |
|        62 | Tarte au sucre                    |         29 |          3 | 48 pies              |   49.3 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        62 | Tarte au sucre                    |         29 |          3 | 48 pies              |   49.3 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        62 | Tarte au sucre                    |         29 |          3 | 48 pies              |   49.3 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        63 | Vegie-spread                      |          7 |          2 | 15 - 625 g jars      |   43.9 |          8 | Seafood        | Seaweed and fish                                           |
|        63 | Vegie-spread                      |          7 |          2 | 15 - 625 g jars      |   43.9 |          7 | Produce        | Dried fruit and bean curd                                  |
|        63 | Vegie-spread                      |          7 |          2 | 15 - 625 g jars      |   43.9 |          6 | Meat/Poultry   | Prepared meats                                             |
|        63 | Vegie-spread                      |          7 |          2 | 15 - 625 g jars      |   43.9 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        63 | Vegie-spread                      |          7 |          2 | 15 - 625 g jars      |   43.9 |          4 | Dairy Products | Cheeses                                                    |
|        63 | Vegie-spread                      |          7 |          2 | 15 - 625 g jars      |   43.9 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        63 | Vegie-spread                      |          7 |          2 | 15 - 625 g jars      |   43.9 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        63 | Vegie-spread                      |          7 |          2 | 15 - 625 g jars      |   43.9 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        64 | Wimmers gute Semmelknödel         |         12 |          5 | 20 bags x 4 pieces   |  33.25 |          8 | Seafood        | Seaweed and fish                                           |
|        64 | Wimmers gute Semmelknödel         |         12 |          5 | 20 bags x 4 pieces   |  33.25 |          7 | Produce        | Dried fruit and bean curd                                  |
|        64 | Wimmers gute Semmelknödel         |         12 |          5 | 20 bags x 4 pieces   |  33.25 |          6 | Meat/Poultry   | Prepared meats                                             |
|        64 | Wimmers gute Semmelknödel         |         12 |          5 | 20 bags x 4 pieces   |  33.25 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        64 | Wimmers gute Semmelknödel         |         12 |          5 | 20 bags x 4 pieces   |  33.25 |          4 | Dairy Products | Cheeses                                                    |
|        64 | Wimmers gute Semmelknödel         |         12 |          5 | 20 bags x 4 pieces   |  33.25 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        64 | Wimmers gute Semmelknödel         |         12 |          5 | 20 bags x 4 pieces   |  33.25 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        64 | Wimmers gute Semmelknödel         |         12 |          5 | 20 bags x 4 pieces   |  33.25 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        65 | Louisiana Fiery Hot Pepper Sauce  |          2 |          2 | 32 - 8 oz bottles    |  21.05 |          8 | Seafood        | Seaweed and fish                                           |
|        65 | Louisiana Fiery Hot Pepper Sauce  |          2 |          2 | 32 - 8 oz bottles    |  21.05 |          7 | Produce        | Dried fruit and bean curd                                  |
|        65 | Louisiana Fiery Hot Pepper Sauce  |          2 |          2 | 32 - 8 oz bottles    |  21.05 |          6 | Meat/Poultry   | Prepared meats                                             |
|        65 | Louisiana Fiery Hot Pepper Sauce  |          2 |          2 | 32 - 8 oz bottles    |  21.05 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        65 | Louisiana Fiery Hot Pepper Sauce  |          2 |          2 | 32 - 8 oz bottles    |  21.05 |          4 | Dairy Products | Cheeses                                                    |
|        65 | Louisiana Fiery Hot Pepper Sauce  |          2 |          2 | 32 - 8 oz bottles    |  21.05 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        65 | Louisiana Fiery Hot Pepper Sauce  |          2 |          2 | 32 - 8 oz bottles    |  21.05 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        65 | Louisiana Fiery Hot Pepper Sauce  |          2 |          2 | 32 - 8 oz bottles    |  21.05 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        66 | Louisiana Hot Spiced Okra         |          2 |          2 | 24 - 8 oz jars       |     17 |          8 | Seafood        | Seaweed and fish                                           |
|        66 | Louisiana Hot Spiced Okra         |          2 |          2 | 24 - 8 oz jars       |     17 |          7 | Produce        | Dried fruit and bean curd                                  |
|        66 | Louisiana Hot Spiced Okra         |          2 |          2 | 24 - 8 oz jars       |     17 |          6 | Meat/Poultry   | Prepared meats                                             |
|        66 | Louisiana Hot Spiced Okra         |          2 |          2 | 24 - 8 oz jars       |     17 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        66 | Louisiana Hot Spiced Okra         |          2 |          2 | 24 - 8 oz jars       |     17 |          4 | Dairy Products | Cheeses                                                    |
|        66 | Louisiana Hot Spiced Okra         |          2 |          2 | 24 - 8 oz jars       |     17 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        66 | Louisiana Hot Spiced Okra         |          2 |          2 | 24 - 8 oz jars       |     17 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        66 | Louisiana Hot Spiced Okra         |          2 |          2 | 24 - 8 oz jars       |     17 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        67 | Laughing Lumberjack Lager         |         16 |          1 | 24 - 12 oz bottles   |     14 |          8 | Seafood        | Seaweed and fish                                           |
|        67 | Laughing Lumberjack Lager         |         16 |          1 | 24 - 12 oz bottles   |     14 |          7 | Produce        | Dried fruit and bean curd                                  |
|        67 | Laughing Lumberjack Lager         |         16 |          1 | 24 - 12 oz bottles   |     14 |          6 | Meat/Poultry   | Prepared meats                                             |
|        67 | Laughing Lumberjack Lager         |         16 |          1 | 24 - 12 oz bottles   |     14 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        67 | Laughing Lumberjack Lager         |         16 |          1 | 24 - 12 oz bottles   |     14 |          4 | Dairy Products | Cheeses                                                    |
|        67 | Laughing Lumberjack Lager         |         16 |          1 | 24 - 12 oz bottles   |     14 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        67 | Laughing Lumberjack Lager         |         16 |          1 | 24 - 12 oz bottles   |     14 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        67 | Laughing Lumberjack Lager         |         16 |          1 | 24 - 12 oz bottles   |     14 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        68 | Scottish Longbreads               |          8 |          3 | 10 boxes x 8 pieces  |   12.5 |          8 | Seafood        | Seaweed and fish                                           |
|        68 | Scottish Longbreads               |          8 |          3 | 10 boxes x 8 pieces  |   12.5 |          7 | Produce        | Dried fruit and bean curd                                  |
|        68 | Scottish Longbreads               |          8 |          3 | 10 boxes x 8 pieces  |   12.5 |          6 | Meat/Poultry   | Prepared meats                                             |
|        68 | Scottish Longbreads               |          8 |          3 | 10 boxes x 8 pieces  |   12.5 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        68 | Scottish Longbreads               |          8 |          3 | 10 boxes x 8 pieces  |   12.5 |          4 | Dairy Products | Cheeses                                                    |
|        68 | Scottish Longbreads               |          8 |          3 | 10 boxes x 8 pieces  |   12.5 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        68 | Scottish Longbreads               |          8 |          3 | 10 boxes x 8 pieces  |   12.5 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        68 | Scottish Longbreads               |          8 |          3 | 10 boxes x 8 pieces  |   12.5 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        69 | Gudbrandsdalsost                  |         15 |          4 | 10 kg pkg.           |     36 |          8 | Seafood        | Seaweed and fish                                           |
|        69 | Gudbrandsdalsost                  |         15 |          4 | 10 kg pkg.           |     36 |          7 | Produce        | Dried fruit and bean curd                                  |
|        69 | Gudbrandsdalsost                  |         15 |          4 | 10 kg pkg.           |     36 |          6 | Meat/Poultry   | Prepared meats                                             |
|        69 | Gudbrandsdalsost                  |         15 |          4 | 10 kg pkg.           |     36 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        69 | Gudbrandsdalsost                  |         15 |          4 | 10 kg pkg.           |     36 |          4 | Dairy Products | Cheeses                                                    |
|        69 | Gudbrandsdalsost                  |         15 |          4 | 10 kg pkg.           |     36 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        69 | Gudbrandsdalsost                  |         15 |          4 | 10 kg pkg.           |     36 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        69 | Gudbrandsdalsost                  |         15 |          4 | 10 kg pkg.           |     36 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        70 | Outback Lager                     |          7 |          1 | 24 - 355 ml bottles  |     15 |          8 | Seafood        | Seaweed and fish                                           |
|        70 | Outback Lager                     |          7 |          1 | 24 - 355 ml bottles  |     15 |          7 | Produce        | Dried fruit and bean curd                                  |
|        70 | Outback Lager                     |          7 |          1 | 24 - 355 ml bottles  |     15 |          6 | Meat/Poultry   | Prepared meats                                             |
|        70 | Outback Lager                     |          7 |          1 | 24 - 355 ml bottles  |     15 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        70 | Outback Lager                     |          7 |          1 | 24 - 355 ml bottles  |     15 |          4 | Dairy Products | Cheeses                                                    |
|        70 | Outback Lager                     |          7 |          1 | 24 - 355 ml bottles  |     15 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        70 | Outback Lager                     |          7 |          1 | 24 - 355 ml bottles  |     15 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        70 | Outback Lager                     |          7 |          1 | 24 - 355 ml bottles  |     15 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        71 | Fløtemysost                       |         15 |          4 | 10 - 500 g pkgs.     |   21.5 |          8 | Seafood        | Seaweed and fish                                           |
|        71 | Fløtemysost                       |         15 |          4 | 10 - 500 g pkgs.     |   21.5 |          7 | Produce        | Dried fruit and bean curd                                  |
|        71 | Fløtemysost                       |         15 |          4 | 10 - 500 g pkgs.     |   21.5 |          6 | Meat/Poultry   | Prepared meats                                             |
|        71 | Fløtemysost                       |         15 |          4 | 10 - 500 g pkgs.     |   21.5 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        71 | Fløtemysost                       |         15 |          4 | 10 - 500 g pkgs.     |   21.5 |          4 | Dairy Products | Cheeses                                                    |
|        71 | Fløtemysost                       |         15 |          4 | 10 - 500 g pkgs.     |   21.5 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        71 | Fløtemysost                       |         15 |          4 | 10 - 500 g pkgs.     |   21.5 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        71 | Fløtemysost                       |         15 |          4 | 10 - 500 g pkgs.     |   21.5 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        72 | Mozzarella di Giovanni            |         14 |          4 | 24 - 200 g pkgs.     |   34.8 |          8 | Seafood        | Seaweed and fish                                           |
|        72 | Mozzarella di Giovanni            |         14 |          4 | 24 - 200 g pkgs.     |   34.8 |          7 | Produce        | Dried fruit and bean curd                                  |
|        72 | Mozzarella di Giovanni            |         14 |          4 | 24 - 200 g pkgs.     |   34.8 |          6 | Meat/Poultry   | Prepared meats                                             |
|        72 | Mozzarella di Giovanni            |         14 |          4 | 24 - 200 g pkgs.     |   34.8 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        72 | Mozzarella di Giovanni            |         14 |          4 | 24 - 200 g pkgs.     |   34.8 |          4 | Dairy Products | Cheeses                                                    |
|        72 | Mozzarella di Giovanni            |         14 |          4 | 24 - 200 g pkgs.     |   34.8 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        72 | Mozzarella di Giovanni            |         14 |          4 | 24 - 200 g pkgs.     |   34.8 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        72 | Mozzarella di Giovanni            |         14 |          4 | 24 - 200 g pkgs.     |   34.8 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        73 | Röd Kaviar                        |         17 |          8 | 24 - 150 g jars      |     15 |          8 | Seafood        | Seaweed and fish                                           |
|        73 | Röd Kaviar                        |         17 |          8 | 24 - 150 g jars      |     15 |          7 | Produce        | Dried fruit and bean curd                                  |
|        73 | Röd Kaviar                        |         17 |          8 | 24 - 150 g jars      |     15 |          6 | Meat/Poultry   | Prepared meats                                             |
|        73 | Röd Kaviar                        |         17 |          8 | 24 - 150 g jars      |     15 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        73 | Röd Kaviar                        |         17 |          8 | 24 - 150 g jars      |     15 |          4 | Dairy Products | Cheeses                                                    |
|        73 | Röd Kaviar                        |         17 |          8 | 24 - 150 g jars      |     15 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        73 | Röd Kaviar                        |         17 |          8 | 24 - 150 g jars      |     15 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        73 | Röd Kaviar                        |         17 |          8 | 24 - 150 g jars      |     15 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        74 | Longlife Tofu                     |          4 |          7 | 5 kg pkg.            |     10 |          8 | Seafood        | Seaweed and fish                                           |
|        74 | Longlife Tofu                     |          4 |          7 | 5 kg pkg.            |     10 |          7 | Produce        | Dried fruit and bean curd                                  |
|        74 | Longlife Tofu                     |          4 |          7 | 5 kg pkg.            |     10 |          6 | Meat/Poultry   | Prepared meats                                             |
|        74 | Longlife Tofu                     |          4 |          7 | 5 kg pkg.            |     10 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        74 | Longlife Tofu                     |          4 |          7 | 5 kg pkg.            |     10 |          4 | Dairy Products | Cheeses                                                    |
|        74 | Longlife Tofu                     |          4 |          7 | 5 kg pkg.            |     10 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        74 | Longlife Tofu                     |          4 |          7 | 5 kg pkg.            |     10 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        74 | Longlife Tofu                     |          4 |          7 | 5 kg pkg.            |     10 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        75 | Rhönbräu Klosterbier              |         12 |          1 | 24 - 0.5 l bottles   |   7.75 |          8 | Seafood        | Seaweed and fish                                           |
|        75 | Rhönbräu Klosterbier              |         12 |          1 | 24 - 0.5 l bottles   |   7.75 |          7 | Produce        | Dried fruit and bean curd                                  |
|        75 | Rhönbräu Klosterbier              |         12 |          1 | 24 - 0.5 l bottles   |   7.75 |          6 | Meat/Poultry   | Prepared meats                                             |
|        75 | Rhönbräu Klosterbier              |         12 |          1 | 24 - 0.5 l bottles   |   7.75 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        75 | Rhönbräu Klosterbier              |         12 |          1 | 24 - 0.5 l bottles   |   7.75 |          4 | Dairy Products | Cheeses                                                    |
|        75 | Rhönbräu Klosterbier              |         12 |          1 | 24 - 0.5 l bottles   |   7.75 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        75 | Rhönbräu Klosterbier              |         12 |          1 | 24 - 0.5 l bottles   |   7.75 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        75 | Rhönbräu Klosterbier              |         12 |          1 | 24 - 0.5 l bottles   |   7.75 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        76 | Lakkalikööri                      |         23 |          1 | 500 ml               |     18 |          8 | Seafood        | Seaweed and fish                                           |
|        76 | Lakkalikööri                      |         23 |          1 | 500 ml               |     18 |          7 | Produce        | Dried fruit and bean curd                                  |
|        76 | Lakkalikööri                      |         23 |          1 | 500 ml               |     18 |          6 | Meat/Poultry   | Prepared meats                                             |
|        76 | Lakkalikööri                      |         23 |          1 | 500 ml               |     18 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        76 | Lakkalikööri                      |         23 |          1 | 500 ml               |     18 |          4 | Dairy Products | Cheeses                                                    |
|        76 | Lakkalikööri                      |         23 |          1 | 500 ml               |     18 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        76 | Lakkalikööri                      |         23 |          1 | 500 ml               |     18 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
|        76 | Lakkalikööri                      |         23 |          1 | 500 ml               |     18 |          1 | Beverages      | Soft drinks, coffees, teas, beers, and ales                |
|        77 | Original Frankfurter grüne Soße   |         12 |          2 | 12 boxes             |     13 |          8 | Seafood        | Seaweed and fish                                           |
|        77 | Original Frankfurter grüne Soße   |         12 |          2 | 12 boxes             |     13 |          7 | Produce        | Dried fruit and bean curd                                  |
|        77 | Original Frankfurter grüne Soße   |         12 |          2 | 12 boxes             |     13 |          6 | Meat/Poultry   | Prepared meats                                             |
|        77 | Original Frankfurter grüne Soße   |         12 |          2 | 12 boxes             |     13 |          5 | Grains/Cereals | Breads, crackers, pasta, and cereal                        |
|        77 | Original Frankfurter grüne Soße   |         12 |          2 | 12 boxes             |     13 |          4 | Dairy Products | Cheeses                                                    |
|        77 | Original Frankfurter grüne Soße   |         12 |          2 | 12 boxes             |     13 |          3 | Confections    | Desserts, candies, and sweet breads                        |
|        77 | Original Frankfurter grüne Soße   |         12 |          2 | 12 boxes             |     13 |          2 | Condiments     | Sweet and savory sauces, relishes, spreads, and seasonings |
